"img","x_pos","y_pos"
"../data/prado/Pintura/P000133.jpg",0.4740681,0.46647742
"../data/prado/Pintura/P006542.jpg",0.5483847,0.8083298
"../data/prado/Pintura/P007884.jpg",0.7789228,0.38439295
"../data/prado/Pintura/P000127.jpg",0.4097685,0.4862359
"../data/prado/Pintura/P007648.jpg",0.65083784,0.7973781
"../data/prado/Pintura/P006556.jpg",0.24540165,0.35436526
"../data/prado/Pintura/P007890.jpg",0.9021729,0.72516
"../data/prado/Pintura/P001239.jpg",0.49145293,0.3985467
"../data/prado/Pintura/P004341.jpg",0.6484614,0.8799481
"../data/prado/Pintura/P003348.jpg",0.47769904,0.38485593
"../data/prado/Pintura/P004427.jpg",0.44219333,0.4592858
"../data/prado/Pintura/P005739.jpg",0.64317644,0.24125548
"../data/prado/Pintura/P002056.jpg",0.6812705,0.26652628
"../data/prado/Pintura/P006230.jpg",0.9576122,0.44906363
"../data/prado/Pintura/P000641.jpg",0.7529543,0.75628984
"../data/prado/Pintura/P005711.jpg",0.38383186,0.5470695
"../data/prado/Pintura/P001577.jpg",0.6491962,0.6847007
"../data/prado/Pintura/P006218.jpg",0.28645277,0.49129623
"../data/prado/Pintura/P008235.jpg",0.22954117,0.632181
"../data/prado/Pintura/P000669.jpg",0.38163218,0.102378234
"../data/prado/Pintura/P007660.jpg",0.567777,0.3627019
"../data/prado/Pintura/P001211.jpg",0.8003423,0.43376103
"../data/prado/Pintura/P005077.jpg",0.3986079,0.553933
"../data/prado/Pintura/P004369.jpg",0.8034175,0.79828376
"../data/prado/Pintura/P003406.jpg",0.28530616,0.32586607
"../data/prado/Pintura/P003412.jpg",0.17424436,0.42597413
"../data/prado/Pintura/P007674.jpg",0.6716247,0.5187204
"../data/prado/Pintura/P001205.jpg",0.18923841,0.6065371
"../data/prado/Pintura/P001563.jpg",0.6378865,0.68052
"../data/prado/Pintura/P008221.jpg",0.37969694,0.57408625
"../data/prado/Pintura/P007112.jpg",0.53328764,0.68639606
"../data/prado/Pintura/P003374.jpg",0.6960685,0.79101837
"../data/prado/Pintura/P005705.jpg",0.6884983,0.8283973
"../data/prado/Pintura/P002081.jpg",0.7186866,0.5493964
"../data/prado/Pintura/P005936.jpg",0.3148973,0.4138155
"../data/prado/Pintura/P000696.jpg",0.39679426,0.5639149
"../data/prado/Pintura/P001588.jpg",0.8142349,0.64656806
"../data/prado/Pintura/P006581.jpg",0.24963863,0.40758526
"../data/prado/Pintura/P007847.jpg",0.5274268,0.8859741
"../data/prado/Pintura/P004396.jpg",0.7800789,0.5881686
"../data/prado/Pintura/P005088.jpg",0.6549439,0.42580408
"../data/prado/Pintura/P004382.jpg",0.8338207,0.7984369
"../data/prado/Pintura/P007853.jpg",0.37796378,0.5760975
"../data/prado/Pintura/P000682.jpg",0.3701558,0.771477
"../data/prado/Pintura/P002095.jpg",0.7109705,0.5623381
"../data/prado/Pintura/P000872.jpg",0.49572268,0.6435552
